,composer,midi_list
51,Domenico Scarlatti,"-1 -1 -1 -1 69 57 -1 73 57 -1 -1 78 57 -1 76 57 74 73 71 50 78 50 76 74
 50 73 71 50 69 68 59 50 76 57 49 -1 73 68 49 57 69 63 57 49 64 66 57 50
 68 69 68 71 57 50 73 74 73 81 59 52 80 83 81 80 59 52 78 76 74 73 45 71
 69 57 73 57 75 57 76 73 70 64 71 75 64 56 76 73 68 57 54 69 75 57 54 76
 73 57 69 73 57 52 81 73 76 59 57 75 78 76 75 59 57 73 71 69 68 52 66 64
 59 52 76 59 48 72 64 57 76 56 71 64 56 44 76 57 72 66 57 52 45 76 54 52
 73 66 54 46 52 76 54 47 75 80 78 59 47 75 71 69 69 52 59 68 76 75 57 45
 75 73 71 69 69 59 47 68 66 64 59 47 68 63 66 68 66 68 66 68 66 68 66 64
 66 64 59 49 71 69 68 57 49 69 68 69 51 73 71 70 59 51 71 70 71 81 59 52
 80 78 76 72 57 45 73 76 64 68 64 59 57 47 68 63 66 68 66 68 66 68 66 68
 66 68 66 64 66 57 52 64 56 57 56 57 56 54 56 47 71 59 71 55 73 71 73 71
 52 73 74 71 50 83 59 50 81 80 78 49 77 80 74 59 49 73 73 71 49 70 73 76
 79 49 55 67 73 76 79 55 67 73 76 79 47 55 67 73 76 79 45 67 73 76 79 45
 77 77 76 74 53 65 69 74 77 53 57 76 76 74 56 65 71 74 77 56 47 76 76 74
 67 49 57 73 76 79 57 55 49 77 77 76 80 50 81 77 74 50 72 72 71 80 57 81
 71 72 57 59 51 75 76 69 52 66 68 69 71 52 73 73 74 74 45 71 73 74 74 45
 57 75 75 76 76 57 50 73 74 76 76 57 50 77 77 78 86 57 50 85 83 81 78 62
 50 83 80 74 69 61 52 73 59 52 71 73 71 73 71 73 71 73 71 73 71 69 71 69
 54 76 74 73 54 74 73 74 56 78 76 75 56 59 76 75 76 57 86 85 81 77 62 50
 78 83 81 69 61 52 73 59 52 71 73 71 73 71 73 71 73 71 73 71 73 71 69 71
 -1 69 45 -1 -1"
52,Domenico Scarlatti,-1 -1 -1 ... 47 59 -1
53,Domenico Scarlatti,"-1 -1 -1 -1 78 76 74 83 -1 73 -1 82 83 67 66 64 71 -1 67 61 76 70 59 74
 71 69 52 73 71 64 62 54 70 61 64 47 71 59 62 59 83 66 59 62 59 47 71 59
 62 59 45 69 57 61 57 81 66 57 61 57 45 57 61 57 43 67 55 59 55 79 64 55
 59 55 67 43 55 59 55 42 70 54 52 71 59 49 64 73 58 47 66 75 59 57 76 64
 69 54 78 63 64 52 57 73 55 54 74 66 62 67 52 61 76 78 62 50 79 81 43 83
 81 79 78 76 55 74 73 71 45 57 61 64 81 67 64 61 57 66 45 62 57 62 45 64
 61 57 61 81 67 64 61 57 45 66 62 57 62 45 57 61 64 81 67 64 61 57 66 62
 57 62 45 64 61 57 61 81 67 64 61 57 66 62 57 62 45 64 57 61 64 81 67 64
 61 57 66 45 62 57 62 64 45 61 57 61 81 67 64 61 57 66 45 62 57 62 45 64
 57 61 64 81 69 64 61 57 42 69 66 62 57 43 69 62 59 62 79 67 62 59 62 40
 67 61 57 61 42 67 62 57 62 78 66 62 57 62 38 66 62 57 62 66 40 59 55 59
 64 76 59 55 59 37 57 55 57 38 62 57 59 61 62 50 64 66 67 42 69 66 64 62
 43 71 67 66 64 45 66 67 69 67 66 57 64 62 61 59 74 69 67 66 64 67 74 73
 71 57 67 66 64 62 66 73 71 69 55 71 66 64 62 61 64 71 69 67 69 54 64 62
 61 62 59 69 67 66 52 64 62 61 66 50 57 52 54 59 55 52 61 57 54 59 62 55
 64 61 57 66 62 62 61 64 66 59 67 64 69 57 66 55 57 55 73 57 69 54 74 76
 78 55 79 57 78 79 81 79 78 45 76 74 73 38 74 81 79 78 78 78 76 74 74 74
 73 71 69 69 67 66 66 66 64 62 62 62 61 59 57 57 55 54 54 54 52 50 50 42
 43 45 38 69 67 66 74 64 73 74 59 75 57 76 64 67 69 54 78 63 79 52 71 69
 67 76 66 75 76 61 77 68 59 78 69 66 56 71 80 65 54 80 78 76 59 74 73 71
 69 50 68 66 65 66 68 37 65 61 65 71 73 68 61 68 69 66 61 66 37 68 65 61
 65 73 71 68 61 68 69 37 66 61 66 37 68 65 61 65 71 73 68 61 68 69 45 66
 61 57 47 66 62 59 71 68 62 59 62 44 68 62 59 62 45 68 61 57 61 69 66 61
 57 61 42 66 61 57 61 44 66 62 59 62 71 68 62 59 62 68 41 61 59 61 69 42
 61 66 69 54 66 69 73 78 57 73 69 73 59 62 71 67 71 78 61 76 64 71 67 71
 76 64 59 73 67 73 76 64 73 66 73 76 54 73 66 73 74 59 71 66 71 79 52 81
 78 79 76 64 78 74 76 73 74 71 73 42 70 66 70 73 76 78 73 66 73 74 42 71
 66 71 42 73 70 66 70 78 76 73 66 73 74 71 66 71 42 70 73 76 78 73 66 73
 74 71 66 71 42 73 70 66 70 78 76 73 66 73 74 71 66 71 42 66 66 70 73 76
 78 73 66 73 74 71 66 71 42 73 70 66 70 76 78 73 66 73 74 71 66 71 42 73
 66 70 73 78 76 73 66 73 74 38 71 66 62 40 74 71 67 64 76 73 67 64 67 37
 73 67 64 67 38 73 66 62 66 71 74 66 62 66 35 71 66 62 66 37 71 67 64 67
 73 76 67 64 67 73 34 66 64 66 74 35 71 66 71 47 78 74 71 74 83 50 78 74
 71 79 52 76 74 73 54 74 76 78 76 74 73 71 70 67 83 78 76 74 76 73 83 81
 79 66 76 74 73 71 74 81 79 78 79 64 74 73 71 69 73 79 78 76 78 62 73 71
 70 67 71 78 76 74 61 76 73 71 73 70 74 59 61 66 62 68 64 61 70 66 62 71
 68 64 73 70 66 74 71 71 69 73 74 67 76 73 66 78 74 64 66 76 64 82 66 78
 62 83 76 64 74 73 74 66 76 78 76 74 54 73 -1 71 70 47 71 78 76 74 74 74
 73 71 71 71 69 67 66 66 64 62 62 62 61 59 -1 59 59 57 55 54 54 52 50 50
 50 49 -1 47 47 38 40 42 35"
54,Domenico Scarlatti,-1 -1 -1 ... -1 35 -1
55,Domenico Scarlatti,-1 -1 -1 ... 47 35 -1
56,Domenico Scarlatti,"-1 -1 -1 -1 -1 -1 -1 66 59 -1 -1 59 62 -1 62 -1 67 66 -1 57 71 55 -1 -1
 -1 -1 61 64 54 62 66 -1 59 70 61 62 71 73 64 70 71 59 67 62 61 64 66 62
 67 70 61 64 62 66 -1 64 67 71 73 66 59 74 62 62 66 73 57 71 56 61 65 54
 62 66 59 69 61 68 52 50 69 56 59 57 61 49 54 56 65 57 66 68 59 65 54 66
 62 58 61 59 62 73 61 64 61 58 62 59 66 71 57 55 64 61 54 66 62 59 78 61
 69 67 59 66 63 69 67 64 71 76 62 60 66 69 67 59 71 64 75 66 76 67 78 69
 75 76 64 72 71 67 69 66 71 67 73 78 69 74 67 69 76 73 78 74 79 67 76 69
 71 78 74 76 74 69 67 71 76 74 66 69 67 64 66 62 61 59 62 73 57 55 71 61
 64 54 66 62 59 69 61 67 52 66 50 64 62 59 73 64 58 59 74 47 66 49 50 71
 78 57 79 52 78 54 57 76 55 67 74 66 73 57 71 62 61 69 59 55 54 57 62 67
 59 55 61 61 57 50 66 66 57 49 64 47 59 62 66 57 59 71 55 61 64 66 54 62
 59 61 71 62 64 73 66 74 76 59 67 71 64 66 75 76 67 78 69 79 71 81 72 76
 69 79 71 83 62 78 60 82 83 59 79 71 78 74 69 73 67 71 76 74 54 71 66 73
 70 55 64 76 73 74 54 71 66 73 70 55 64 76 71 74 54 66 73 70 55 64 83 71
 54 74 66 73 70 64 79 78 71 62 77 61 78 62 66 76 61 68 70 71 74 73 42 70
 79 71 78 69 76 67 74 66 73 64 42 71 62 70 61 68 59 66 58 65 56 66 42 54
 61 58 54 42 73 66 74 73 64 78 62 66 76 61 68 66 70 74 71 54 73 47 78 66
 59 67 57 66 76 55 61 64 74 62 66 54 59 73 61 71 59 63 69 67 64 70 71 66
 62 61 64 73 62 59 65 66 57 73 56 71 68 65 69 66 54 61 72 73 64 68 66 63
 75 76 61 64 68 69 73 62 64 68 71 78 66 62 70 76 71 64 66 73 70 67 71 81
 75 79 71 76 59 78 75 76 64 79 78 74 76 69 73 57 67 78 74 66 62 76 73 74
 67 55 71 66 76 73 64 61 74 71 73 66 64 71 66 62 73 61 62 74 59 57 55 76
 78 57 54 72 59 75 47 71 78 69 76 40 52 67 71 69 45 57 67 76 74 50 66 38
 36 73 69 71 43 67 55 74 66 73 49 55 64 71 62 70 61 54 42 73 52 71 50 62
 49 73 64 47 74 66 73 71 59 67 66 64 61 70 71 62 66 61 73 59 74 75 57 66
 76 55 67 78 54 69 79 52 71 78 76 64 72 71 69 66 75 76 67 71 78 66 79 64
 80 62 82 64 61 83 59 58 73 74 66 76 67 73 64 66 59 71 73 61 70 64 59 74
 71 73 58 54 59 66 71 74 64 76 83 74 73 81 57 76 74 50 81 43 55 71 74 49
 73 61 79 71 54 70 42 73 47 74 71 59 66 67 73 57 66 55 71 61 64 62 54 66
 59 61 71 62 73 64 74 66 54 76 73 67 64 66 71 74 62 73 70 64 61 78 62 54
 66 61 76 68 70 59 74 73 54 66 67 74 71 73 70 66 64 71 74 73 70 62 61 74
 71 76 73 59 58 76 54 78 70 52 67 50 66 49 76 47 59 57 73 55 71 54 74 52
 73 67 64 71 62 54 73 64 61 70 71 47 67 64 66 62 64 61 -1 62 59 -1 61 47
 62 59 64 55 62 54 61 -1 -1 59 58 49 59 47 54 50 -1 47 35 -1"
57,Domenico Scarlatti,-1 -1 -1 ... -1 -1 -1
58,Domenico Scarlatti,-1 -1 -1 ... 72 71 48
59,Domenico Scarlatti,-1 -1 -1 ... 71 72 -1
60,Domenico Scarlatti,"-1 -1 -1 -1 48 60 -1 63 67 72 75 79 84 79 75 72 67 60 48 51 55 60 63 67
 72 71 67 63 60 55 48 79 81 83 84 83 84 83 84 75 67 -1 69 71 72 71 72 79
 71 72 63 79 81 83 84 83 84 83 84 75 67 69 71 72 71 72 79 71 72 79 84 75
 79 77 80 74 77 75 74 79 71 74 72 75 67 71 68 72 63 67 65 68 62 65 63 67
 59 62 60 63 53 65 43 62 64 66 67 66 67 50 66 67 50 52 54 55 54 55 62 54
 55 79 60 77 76 77 60 76 77 68 60 62 -1 64 56 72 64 56 72 64 56 68 75 74
 75 74 67 75 58 60 62 63 62 63 70 62 53 63 75 67 41 75 74 42 74 65 72 63
 55 72 71 71 62 72 63 72 74 74 55 75 75 77 77 71 71 55 72 72 74 74 75 75
 55 74 74 72 72 71 69 71 55 79 84 78 83 79 74 84 75 55 72 80 77 74 79 75
 72 77 55 73 71 75 72 67 72 68 66 71 55 43 67 62 72 63 60 68 65 62 43 67
 63 55 60 65 61 59 60 59 57 59 55 43 45 47 48 50 51 53 55 57 59 60 62 64
 66 67 69 71 72 74 76 78 79 79 74 71 71 67 67 62 62 59 59 43 43 59 62 62
 67 71 74 43 47 50 55 59 62 74 74 72 63 72 70 70 69 69 67 67 66 66 67 67
 65 65 63 63 62 62 61 61 62 62 74 75 69 72 70 74 66 69 67 70 62 66 63 67
 58 62 60 63 57 60 58 79 80 74 77 75 79 71 74 72 75 67 71 68 72 63 67 65
 68 62 65 63 67 62 69 77 55 71 75 74 72 75 48 84 48 74 82 48 82 76 80 79
 80 77 65 80 53 63 63 79 75 56 62 58 74 82 72 80 46 80 79 77 75 63 63 79
 51 62 77 62 74 55 60 72 75 80 44 70 79 72 79 77 75 74 50 62 62 50 74 60
 72 51 60 53 55 59 67 43 69 77 43 77 75 74 48 67 73 53 68 65 63 72 56 67
 60 55 71 62 84 84 79 83 79 84 43 84 80 79 82 79 55 78 54 78 79 82 55 79
 43 80 53 80 76 52 79 76 80 53 80 43 77 75 75 51 74 50 78 74 75 75 51 43
 77 77 49 72 76 48 72 77 77 49 73 43 72 72 48 71 47 71 74 72 43 75 55 72
 67 72 68 66 71 67 62 72 63 55 60 68 65 62 67 63 60 65 55 61 59 60 63 55
 57 59 60 62 63 65 67 63 63 67 65 62 62 67 60 67 51 60 58 67 58 48 67 48
 55 55 62 63 65 67 69 55 72 74 55 48 75 72 55 62 63 65 67 69 71 55 72 74
 48 75 -1 72 53 68 77 75 55 67 72 43 65 71 55 62 63 65 67 69 71 55 72 74
 75 48 72 55 47 62 63 65 67 69 71 55 47 72 74 48 72 68 74 55 63 72 43 62
 71 72 48 50 51 53 55 57 -1 59 60 62 63 65 67 69 71 72 74 75 77 79 81 83
 84 84 79 79 75 75 72 72 67 67 63 63 36 39 -1"
61,Domenico Scarlatti,-1 -1 -1 ... 64 62 -1
62,Domenico Scarlatti,-1 -1 -1 ... 50 -1 -1
63,Domenico Scarlatti,-1 -1 -1 ... 55 57 62
64,Domenico Scarlatti,-1 -1 -1 ... -1 -1 -1
65,Domenico Scarlatti,-1 -1 -1 ... 74 76 74
66,Domenico Scarlatti,-1 -1 -1 ... -1 -1 -1
67,Domenico Scarlatti,-1 -1 -1 ... 49 50 -1
68,Domenico Scarlatti,-1 -1 -1 ... 49 50 -1
69,Domenico Scarlatti,-1 -1 -1 ... 49 -1 50
70,Domenico Scarlatti,-1 -1 -1 ... -1 -1 -1
71,Domenico Scarlatti,-1 -1 -1 ... 76 -1 74
72,Domenico Scarlatti,"-1 -1 -1 -1 69 -1 74 62 76 77 -1 61 76 81 -1 -1 69 79 62 77 79 77 65 79
 77 69 79 77 79 77 76 60 64 81 69 79 62 58 82 81 79 77 76 55 64 79 77 76
 74 57 74 61 64 73 69 67 65 64 62 72 67 70 79 70 69 65 69 64 67 64 67 62
 65 74 65 60 64 60 64 58 62 58 57 58 60 62 64 65 64 62 60 62 67 64 65 69
 67 69 70 69 67 65 69 67 72 69 70 74 72 74 72 70 69 70 72 74 79 76 81 77
 79 84 81 82 79 77 60 81 79 81 79 81 79 81 79 81 64 67 79 84 -1 72 76 65
 69 74 76 74 76 74 72 64 67 72 84 72 65 76 69 74 76 74 76 74 72 64 72 67
 62 60 65 69 79 58 77 60 79 76 65 79 77 60 77 79 53 79 77 79 77 48 79 72
 65 81 79 77 60 77 79 53 77 79 77 79 77 48 79 72 79 81 65 77 60 77 79 77
 79 77 79 77 36 79 72 77 65 79 81 84 65 58 79 81 77 79 60 48 77 76 74 72
 70 69 67 65 64 62 60 67 69 65 48 65 67 41 65 67 65 67 65 36 67 60 69 67
 65 48 65 67 65 67 65 67 65 36 67 60 65 53 67 58 65 60 67 48 65 41 67 69
 70 72 74 76 77 79 41 81 84 72 82 41 81 82 81 84 72 82 41 81 82 81 84 72
 41 79 81 53 77 79 77 79 77 79 77 79 77 79 77 60 57 65 53 67 69 52 60 67
 69 70 69 53 57 70 72 60 51 74 75 67 62 50 66 67 62 69 70 72 62 58 70 55
 72 74 62 53 76 77 59 64 69 68 69 71 64 56 73 74 57 73 74 76 57 77 79 79
 57 62 50 77 79 77 76 74 53 62 79 55 77 76 77 52 76 77 49 77 76 77 76 45
 81 69 72 62 70 72 70 72 70 69 64 61 69 81 69 72 62 65 70 72 70 72 70 69
 66 69 62 81 78 79 67 63 81 82 84 69 82 81 79 78 62 79 81 77 57 62 75 54
 74 72 72 70 67 70 69 77 65 69 67 76 67 65 74 65 64 72 46 64 62 58 62 60
 57 43 60 58 64 53 55 57 59 62 61 64 62 61 59 57 59 61 62 64 65 67 65 64
 69 65 67 73 69 71 73 74 73 71 81 69 64 61 57 81 69 72 62 70 72 70 72 70
 69 69 64 81 57 62 72 65 70 72 70 72 70 69 61 64 69 81 57 62 65 76 55 74
 57 76 73 76 74 57 74 76 50 76 74 76 74 45 76 69 77 76 74 57 74 76 74 76
 74 76 74 45 76 69 76 77 74 76 57 74 76 74 50 76 74 77 76 74 76 69 81 74
 62 57 79 76 77 81 62 55 76 77 74 45 57 76 74 73 71 69 67 65 64 62 61 59
 57 64 65 62 45 62 64 38 64 62 64 33 62 64 57 64 65 62 64 45 62 64 62 64
 62 64 33 62 64 57 62 50 64 55 62 64 45 62 50 64 65 67 69 71 73 50 74 81
 69 76 38 74 76 74 81 69 76 38 50 74 76 74 81 -1 69 76 38 74 76 74 76 74
 76 74 76 74 76 74 76 74 76 74 76 74 76 74 76 74 -1 -1"
73,Domenico Scarlatti,-1 -1 -1 ... -1 -1 -1
74,Domenico Scarlatti,-1 -1 -1 ... 62 59 43
75,Domenico Scarlatti,-1 -1 -1 ... 67 -1 -1
76,Domenico Scarlatti,-1 -1 -1 ... 53 52 53
77,Domenico Scarlatti,-1 -1 -1 ... -1 -1 -1
78,Edvard Grieg,"-1 -1 -1 -1 -1 45 -1 60 60 45 60 60 45 66 68 69 60 69 45 71 52 68 62 69
 45 -1 66 64 60 60 52 45 60 60 45 64 66 68 68 60 69 45 69 52 68 52 66 69
 45 66 64 60 60 45 60 52 60 60 60 66 76 55 62 74 -1 72 74 72 57 62 66 72
 52 67 64 71 69 71 53 71 65 69 67 69 48 67 65 55 60 -1 64 62 64 65 50 57
 53 50 59 53 64 52 45 60 60 45 60 60 45 66 68 69 52 69 52 68 66 52 69 66
 45 64 60 60 45 60 60 45 64 66 68 52 68 60 69 45 69 52 68 52 68 62 66 69
 66 45 64 60 60 45 60 60 60 60 66 55 62 71 76 67 74 72 74 57 62 66 59 52
 64 72 67 71 69 71 71 65 53 60 69 67 69 48 67 65 55 60 64 62 64 65 60 50
 57 53 57 65 60 50 59 53 52 56 64 59 69 73 73 68 68 66 64 76 64 76 68 69
 71 73 73 69 73 66 68 66 64 64 76 68 76 68 69 73 64 73 66 66 68 68 73 76
 73 68 71 71 73 69 73 69 76 64 66 66 68 68 73 73 76 69 73 73 68 68 66 64
 76 64 76 69 73 73 76 69 66 68 66 64 76 64 76 74 68 69 73 73 64 66 66 67
 67 73 73 67 68 68 73 73 68 69 69 73 73 45 60 60 45 60 60 45 66 68 69 60
 69 52 68 66 52 69 66 45 64 60 60 45 60 60 45 64 66 68 68 60 69 45 69 52
 68 52 68 66 69 66 45 64 60 60 45 60 52 60 60 60 66 60 62 76 55 67 71 74
 72 74 57 62 66 52 59 72 67 64 71 69 71 53 71 65 60 69 67 69 48 67 55 65
 60 64 62 64 65 60 50 57 67 57 53 57 65 60 50 57 62 59 57 52 56 59 64 69
 61 52 45 71 68 68 66 62 64 64 45 69 61 52 71 73 69 66 68 62 66 64 -1 64
 69 45 61 66 52 64 45 69 60 65 52 64 -1 33 -1"
79,Edvard Grieg,-1 -1 -1 ... -1 -1 -1
80,Edvard Grieg,"-1 -1 -1 -1 71 52 -1 -1 64 71 64 71 69 52 66 67 69 66 71 52 64 76 64 64
 52 71 -1 64 59 64 76 45 69 60 -1 76 52 69 60 76 45 74 68 71 72 62 68 69
 45 60 52 60 64 45 60 66 67 69 71 48 69 64 64 67 45 60 66 67 69 71 48 69
 64 55 64 67 64 57 64 58 64 66 67 69 71 47 72 65 55 59 74 56 76 64 62 47
 57 74 64 60 72 71 69 67 66 63 47 57 64 55 40 66 70 71 72 66 63 64 70 71
 72 79 64 67 60 68 69 70 78 60 64 63 70 71 78 83 71 51 72 81 66 71 72 81
 52 71 72 79 71 59 72 79 69 48 70 78 69 70 54 78 71 47 78 54 83 63 54 58
 59 60 69 54 51 52 58 59 60 55 67 52 52 48 56 57 58 66 52 48 51 58 59 66
 71 39 60 54 59 48 69 40 59 60 55 67 59 47 60 67 57 58 66 52 57 42 58 66
 35 59 66 42 71 51 69 67 66 69 72 71 69 67 66 69 72 71 69 67 66 69 72 71
 69 67 66 69 72 71 52 59 64 71 67 64 59 71 69 52 66 67 69 66 71 52 64 76
 67 64 52 71 64 64 64 64 76 45 69 60 76 69 60 52 76 74 45 68 62 71 72 62
 53 68 69 45 60 60 64 45 60 66 67 69 48 69 64 64 67 45 60 66 67 69 71 48
 69 67 64 55 64 67 57 64 64 58 64 66 67 69 71 47 72 65 59 55 74 56 76 62
 47 57 74 64 60 72 71 69 67 66 57 47 63 64 55 40 -1 -1 -1"
81,Felix Mendelssohn,-1 -1 -1 ... 81 57 69
82,Felix Mendelssohn,-1 -1 -1 ... 52 40 -1
83,Felix Mendelssohn,-1 -1 -1 ... 64 52 -1
84,Felix Mendelssohn / Sergei Rachmaninoff,-1 -1 -1 ... 58 79 31
85,Felix Mendelssohn / Sergei Rachmaninoff,-1 -1 -1 ... 91 79 31
86,Felix Mendelssohn / Sergei Rachmaninoff,-1 -1 -1 ... 79 55 43
87,Franz Liszt,-1 -1 -1 ... -1 -1 -1
88,Franz Liszt,-1 -1 -1 ... 63 63 -1
89,Franz Liszt,-1 -1 -1 ... 63 -1 -1
90,Franz Liszt,-1 -1 -1 ... 58 61 -1
91,Franz Liszt,-1 -1 -1 ... -1 -1 -1
92,Franz Liszt,-1 -1 -1 ... 82 94 82
93,Franz Liszt,-1 -1 -1 ... -1 -1 -1
94,Franz Liszt,-1 -1 -1 ... -1 -1 -1
95,Franz Liszt,-1 -1 -1 ... 89 97 -1
96,Franz Liszt,-1 -1 -1 ... 89 -1 97
97,Franz Liszt,-1 -1 -1 ... 82 94 82
98,Franz Liszt,-1 -1 -1 ... 57 -1 -1
99,Franz Liszt,-1 -1 -1 ... 85 78 82
100,Franz Liszt,-1 -1 -1 ... 65 41 -1
101,Franz Liszt,-1 -1 -1 ... -1 -1 -1
102,Franz Liszt,-1 -1 -1 ... 65 41 -1
103,Franz Liszt,-1 -1 -1 ... -1 -1 -1
104,Franz Liszt,-1 -1 -1 ... -1 -1 -1
105,Franz Liszt,-1 -1 -1 ... 63 -1 63
106,Franz Liszt,-1 -1 -1 ... -1 -1 87
107,Franz Liszt,-1 -1 -1 ... -1 -1 -1
108,Franz Liszt,-1 -1 -1 ... 59 -1 -1
109,Franz Liszt,-1 -1 -1 ... 51 46 63
110,Franz Liszt,-1 -1 -1 ... 87 63 -1
111,Franz Liszt,-1 -1 -1 ... 74 -1 -1
112,Franz Liszt,-1 -1 -1 ... 88 97 -1
113,Franz Liszt,-1 -1 -1 ... -1 -1 -1
114,Franz Liszt,-1 -1 -1 ... 90 91 -1
115,Franz Liszt,-1 -1 -1 ... 22 58 -1
116,Franz Liszt,-1 -1 -1 ... 58 46 46
117,Franz Liszt,-1 -1 -1 ... -1 -1 -1
118,Franz Liszt,-1 -1 -1 ... -1 -1 -1
119,Franz Liszt,-1 -1 -1 ... 96 -1 -1
120,Franz Liszt,-1 -1 -1 ... -1 64 52
121,Franz Liszt,-1 -1 -1 ... 85 58 -1
122,Franz Liszt,-1 -1 -1 ... 92 -1 -1
123,Franz Liszt,-1 -1 -1 ... 89 56 -1
124,Franz Liszt,-1 -1 -1 ... -1 -1 -1
125,Franz Liszt,-1 -1 -1 ... -1 -1 -1
126,Franz Liszt,-1 -1 -1 ... -1 -1 -1
127,Franz Liszt,-1 -1 -1 ... 31 34 -1
128,Franz Liszt," -1  -1  -1  -1  48  -1  36  60  67  70  84  -1  76  96  94  91  88  84
  82  79  76  72  70  67  64  60  58  55  -1  52  48  46  43  50  40  48
  46  41  52  46  48  43  53  52  44  50  48  45  -1  -1  55  53  49  52
  46  57  51  53  48  60  36  60  67  70  84  88  96  94  91  88  84  82
  72  79  76  72  70  67  64  60  58  55  52  48  45  43  50  40  48  44
  46  41  52  46  48  43  53  44  52  50  45  48  55  53  49  52  50  46
  57  55  53  48  58  57  55  50  60  54  59  57  52  55  62  60  58  53
  64  58  60  55  65  64  62  57  60  67  65  61  64  58  69  63  65  60
  77  64  76  74  57  81  67  79  77  60  89  88  64  86  57  93  91  67
  89  60 101  95 100  98  57 105 103  67  67 101  60 105  91 103 101  60
  48 105  47 103  91  43 101  48  43 105  43 103  91 101  48  73  49  77
  56  48  48  53  53  85  85  87  42 100  88 105  42  98  50  46  62  53
  58  48  46  48  46  48  46  48  46  48  46  48  46  48  46  48  46  48
  46  44  46  44  46  44  67  62  59  43  45  43  45  43  41  43  41  43
  38  40  38  40  38  35  36  35  36  35  36  35  31  33  33  31  33  31
  33  31  33  31  33  31  33  31  33  31  30  31  32  33  34  35  36  53
  40  42  48  52  55  60  64  68  71  74  55  80  59  67  79  83  86  88
  91  36  40  43  48  52  55  60  64  68  71  55  74  59  80  67  79  83
  88  91  36  40  43  48  52  55  60  64  64  69  57  72  76  81  84  88
  93 100  60  96  55  91  88  84  86  79  76  72  67  57  52  69  72  76
  81  84  88  96  91  60  48  88  84  79  76  72  67  64  57  45  60  64
  69  72  77  81  88  48  84  43  79  76  72  67  64  60  55  45  40  57
  60  64  65  72  76  84  48  36  40  79  76  72  67  64  60  55  57  52
  45  33  48  52  57  60  64  69  76  40  36  72  31  67  64  60  55  52
  48  43  41  33  45  48  53  57  60  65  69  72  77  81  84  89  29  41
  93  33  89  96  89  84  69  65  89  96  89  84  41  89  84  29  98  -1
  89  84  36  40  43  48 100  72  98  -1  -1"
129,Franz Liszt," -1  -1  -1  -1  -1  48  36  -1  60  -1  67  70  76  -1  84  -1  88  96
  -1  94  90  88  84  82  80  79  75  72  71  69  67  64  60  58  55  52
  48  46  43  50  48  40  46  41  52  46  48  43  53  52  50  45  48  55
  53  52  46  -1  57  47  51  53  48  52  48  60  36  60  67  70  76  84
  96  88  94  91  88  84  82  79  76  72  70  67  64  60  58  55  56  52
  48  46  43  50  48  46  41  52  46  50  48  43  53  52  44  50  45  48
  55  53  52  46  57  47  51  53  48  52  58  49  57  55  50  60  54  59
  57  52  55  62  60  58  53  57  64  54  58  60  55  65  56  64  62  57
  60  67  65  64  58  69  63  59  67  65  60  77  64  76  74  57  81  59
  79  77  60  67  89  64  88  86  57  93  59  91  89  60 101  64 100  98
  57 105  59 103 101  60  67 100 105  59 103  91  93 100 101 100  60 105
  47  91  36 101  48  52  73  49  77  65  80  48  53  85  78  82  51  92
 100  88  45  81  93  50 101  41  89  98  62  58  46  48  46  48  46  48
  46  48  46  48  46  48  46  48  46  44  46  44  46  44  46  67  43  55
  44  42  43  44  43  41  43  41  43  41  38  40  38  40  38  35  36  35
  36  35  36  35  31  33  31  33  31  33  31  33  31  33  31  33  31  33
  31  31  30  31  32  33  34  35  36  40  43  48  52  55  60  64  56  71
  74  80  62  55  67  79  83  86  91  36  40  43  48  52  55  60  59  64
  56  68  57  71  74  80  59  55  67  83  86  91  36  40  43  48  52  55
  60  59  64  57  69  64  72  76  81  84  88  93 100  96  60  64  91  88
  84  79  76  72  67  57  64  69  72  76  81  84  88  96  60  48  91  88
  84  79  76  72  67  64  57  45  60  64  69  72  76  81  88  48  55  84
  79  76  72  67  64  60  55  52  45  48  57  60  64  69  72  76  84  48
  36  79  81  76  72  67  69  60  55  57  52  45  33  48  52  57  60  64
  69  76  43  36  72  67  64  60  55  52  48  43  41  29  45  48  53  57
  60  65  69  72  77  81  84  89  41  29  89  96  89  84  66  65  57  89
  96  89  84  41  33  29  89  84  91  -1  -1  98  -1  89  84  36  40  43
  48  -1  72"
130,Franz Liszt,-1 -1 -1 ... -1 -1 -1
131,Franz Liszt,-1 -1 -1 ... 77 72 -1
132,Franz Liszt,-1 -1 -1 ... 72 60 -1
133,Franz Liszt,-1 -1 -1 ... -1 -1 -1
134,Franz Liszt,-1 -1 -1 ... 53 -1 -1
135,Franz Liszt,-1 -1 -1 ... 52 45 -1
136,Franz Liszt,-1 -1 -1 ... 41 45 -1
137,Franz Liszt,-1 -1 -1 ... 26 -1 -1
138,Franz Liszt,-1 -1 -1 ... 59 -1 -1
139,Franz Liszt,-1 -1 -1 ... 53 -1 62
140,Franz Liszt,-1 -1 -1 ... 53 62 -1
141,Franz Liszt,-1 -1 -1 ... 53 -1 62
142,Franz Liszt,-1 -1 -1 ... 46 53 62
143,Franz Liszt,-1 -1 -1 ... 53 -1 62
144,Franz Liszt,-1 -1 -1 ... 36 26 -1
145,Franz Liszt,-1 -1 -1 ... 35 -1 -1
146,Franz Liszt,-1 -1 -1 ... 40 48 -1
