text;gender;age;politics
Já que sou cristão, eu não acho que o casamento entre pessoas do mesmo sexo deva ocorrer, pois de acordo com a bíblia é uma abominação e é condenável Os cidadãos não devem portar armas de fogo porque com elas poderão fazer mais do que apenas se defender de um possível ladrão. Podem usá-las para assassinatos e coisas do tipo O aborto não deve ser legalizado porque uma vida (um ser humano) estará sendo morto. Sei que as pessoas que querem abortar são menores e é culpa delas de não se cuidarem na relação sexual que ocorreu prematuramente A pena de morte é um assunto polêmico para mim. Deve haver pena de morte apenas em casos graves e para mim deve ser implementado no sistema penal apenas no futuro Para mim, não deve haver a legalização da maconha porque se houver, muitos se drogarão ainda mais e haverá um problema enorme para a saúde. A maconha poderá ser legalizada somente para usos medicinais Deve ocorrer a redução da maioridade penal pois muitos menores já estão praticando crimes e saindo impunes, somente indo para a FEBEM, sem maiores penas Deve haver em alguns casos somente. Como não sei muito sobre o assunto não conseguirei discursar sobre. Para mim, as faculdades públicas não devem ter cotas Para mim as igrejas deveriam ter uma isenção fiscal. De novo não sei muito sobre o assunto então não conseguirei discursar sobre isso, mas por mim, apenas algumas deveriam receber isenção;m;a0-23;p3
Já que vivemos em um estado laico, o conceito de família não deveria ser seguido pelo que está escrito na Bíblia. Além do que, a liberdade de escolha é um direito de cada um, isso inclui o sexo da pessoa que se quer casar. Acredito que cada cidadão tem o direito de poder se proteger sem depender da segurança pública. O problema disso é que atualmente o Brasil não tem estrutura legal nem fiscalização o suficiente para manter o controle disso. Antes de vir a ser uma pessoa, a decisão de ter ou não a criança é dos pais. Além dos casos de estupro, onde a vítima engravida e deve ter o direito de decidir se quer ou não ter a criança, já que não foi escolha da mesma. A violência no Brasil atingiu níveis extraordinários e no meu ponto de vista, a crueldade dos crimes por si só já violam os direitos humanos. Para crimes onde há requintes de crueldade, e principalmente nos casos de homicídio, acredito que sim que a pena de morte deveria ser aplicada. Pois se o agressor teve o direito de tirar a vida de outra pessoa, o estado também tem o mesmo direito. Legalizar a maconha já foi comprovado que funciona por outros países, já que regula o mercado do tráfico e oferece uma opção legal aos usuários, que preferiria consumir uma mercadoria regularizada a uma ilegal. Além de aumentar a contribuição devido ao recolhimento de imposto. Reduzir a maioridade penal seria efetivo em partes por levar os infratores menores à consequências mais graves. Porém aumentaria em muito a população carcerária agravando ainda mais a situação que já está grave. A opção das cotas apenas facilita a entrada de pessoas de outras etnias, não dando base e conhecimento a pessoa e sim dando à ela “pontos de graça”. Acredito que a melhor forma de resolver isso, seria intensificando e melhorando a qualidade do ensino Como um todo Já que vivemos em um estado laico, não vejo razão para oferecer isenção fiscal para igrejas seja lá qual for a religião. Isso faz com que muitas igrejas de fachada apareçam e sejam utilizadas de forma ilícita para lavar dinheiro;m;a24-30;p3
Liberdade a todos, o difícil é ter liberdade... Saber o que pode ou não fazer por sua consciência, sem maneiras de medir, para muitos é muito difícil, ter limites, respeito. Cada pessoa tem sua personalidade, difíceis ou não de lidar, o ser humano é muito diferente entre si, qual é o ponto em que a barreira do respeito se torna desrespeito, do crime, da agressão a vida, ao outro, à família. Existem vários pontos a serem analisados, qual motivo, condições e circunstâncias, doenças e epidemias, estudiosos do tema devem analisar pontos fundamentais, mas, no primeiro momento, sim. Mesmo ponto a ser tocado, estudiosos devem focar em pontos cruciais, pontos chaves a serem analisados para não ocorrer injustiças, enganos ou mesmo erros. Como a pessoa fica longe de sua razão, não sabe o que faz, fica dependente, pode-se legalizar algo que não temos controle, se torna perigoso para o próprio como para a Sociedade. sim, com certeza, tem consciência, deveres, saber o que já pode ou não fazer, podendo responder pelos atos que não condizem com a Sociedade, pois vivemos em função do coletivo. Relativo, todos temos competências, aprimorarmos depende de nós, dedicarmos, evoluirmos, são condições que ninguém subtrai, vale o esforço de cada um com oportunidades iguais. Foge um pouco de meus conhecimentos, mas, acredito, que trabalhos feitos as Comunidades devem ser recompensados, este seria um meio de recompensa, vale analisar.;m;a31-99;p45
Liberdade de expressão da sexualidade é um direito de todo ser humano na sociedade. Tendo respeito e amor ao próximo toda forma de amor entre indivíduos é válida, sendo uma ignorância a proibição do casamento. Uma arma de fogo não tem outra utilidade senão matar. Dar permissão de porte de armas para todo cidadão significa uma maior probabilidade de ocorrer acidentes com armas, aumentando as mortes consequentemente. Em casos de estupro ou incapacidade de criar o filho deve-se liberar o aborto. Pior que não ter uma vida é viver uma com falta de atenção e amor dos pais e família. Em nossa sociedade, é necessária aplicá-la para crimes hediondos, pois é melhor uma punição realmente efetiva(que impeça a recorrência)do que gastar em tempo e recurso para tratar o culpado. Como a educação não resolve, o ideal é o estado impor uma punição severa para retirar os criminosos da sociedade. Pois uma vida criminosa não deve valer mais que várias vidas inocentes. Já foi comprovado em diversas pesquisas os benefícios da maconha no corpo humano(Ex: Parkinson). Regulamentar será melhor tanto para o avanço medicinal da substância e também para combater o tráfico sem ser por armas. Os presídios de todo o país estão lotados. O sistema carcerário do Brasil está em crise e a redução da pena não ajudará a melhorar essa crise, pois não há vagas para mais presos. O melhor é educar os jovens para se reabilitarem na sociedade e saírem da vida do crime com programas sociais para áreas marginalizadas da sociedade com alta incidência de crimes. No Brasil, estatisticamente, indivíduos de pele preta, possuem menos renda familiar e qualidade de vida, além de predominarem nas periferias da cidade sem as necessidades básicas para viver, o que dificulta muito as possibilidades de um(a) jovem preto(a) da classe baixa ter tempo/dinheiro para entrar no ensino superior. A cota entraria como uma ajuda para combater a imensa desigualdade racial no Brasil. A igreja é uma empresa religiosa, assim, deve-se pagar imposto para ajudar a estrutura do país como qualquer outra companhia. Possuir um cunho religioso, não muda o fato que o país precisa de impostos mínimos para se sustentar.;m;a0-23;p3
Liberdade de expressão é apanágio da natureza racional do indivíduo e é o direito de qualquer um manifestar, livremente, opiniões, ideias e pensamentos pessoais sem medo de retaliação ou censura por parte do governo ou de outros membros da sociedade. Hoje o estado não possui capacidade de suprir as necessidades da sociedade, o próprio estado deveria ter parcerias nas comunidades para que essas completassem algumas lacunas. Errou, engravidou, e não quer, ou não tem condições monetárias, psíquicas, mentais, ou qualquer competência que uma criação e desenvolvimento exija. Elimina o erro e não desenvolva ou vá consertando. Esse ser vivo mágico, ainda não possui um cérebro, essa é a chance. Aqui no Brasil, é muito difícil que uma prática como essa possa dar certo já que os órgãos fiscalizadores e auditores praticamente não funcionam. E dessa forma seria outro furo para impunidades. Liberdade de expressão é apanágio da natureza racional do indivíduo e é o direito de qualquer um manifestar, livremente, opiniões, ideias e pensamentos pessoais sem medo de retaliação ou censura por parte do governo ou de outros membros da sociedade. A educação pública de base no Brasil é fraca e patrocina de forma indireta, pessoas ao crime. É necessário repensar a Educação, não privatizar como o Chalita propõe, essa ideia seria apenas mudar de mão uma ideia ruim. Não existem tantos negros mais, existem afrodescendentes(pardos), e quase todo país é afrodescendente. Dessa forma como ajudar?? Talvez melhorando a educação de base. As igrejas no Brasil são empresas, e usam suas estruturas para angariar fundos em benefício próprio, sem uma justificativa colaborativa para a sociedade e devem ser taxadas como empresa.;m;a31-99;p12
Livre arbítrio, o que se dá na espera privada e intima é inalienável. O direito de fazer opções é de cada indivíduo, isso não diz respeito a mais ninguém além do interessado. Só faria crescer a violência. Se há boa política de segurança, que funciona e polícia cuida da segurança da sociedade, não é necessário que os indivíduo portem armas. Especialmente com a falta de controle do estado e o tráfico de armas.  Cabe a mulher decidir sobre o seu corpo, a sua vida e se quer ou não. A procriação, ou a manutenção de uma gravidez, diz respeito ao indivíduo não a vertentes religiosas e ao Estado. Apesar de já haver a pena de morte, pela falta de estrutura social, de saúde, de educação, etc. Não concordo com a pena de morte, creio que o indivíduo deve ter todos os seus direitos garantidos, principalmente a educação e pagar a sua pena. O sistema carcerário, o prisional, deveria recuperar o indivíduo, não torná-lo membro de facções criminosas. Assim como fumar cigarro, beber, etc. Isso diz respeito à liberdade individual. A maconha deveria ser comercializada com regrar e restrições, elaboradas pela sociedade. A maioridade se dá aos 18 anos. Nada justifica a redução. Creio que se os jovens tivessem famílias estáveis, economicamente viáveis, moradia digna, acesso à educação, cultura, lazer e estabilidade familiar, seriam muito menores os índices de criminalidade. Se não tornamos a sociedade mais igualitária e distributiva, temos que ter políticas de compensação para que os mais fragilizados pela desigualdade social, econômica e cultural sejam minimamente compensados. As igrejas são prestadoras de serviços, deveriam ter contabilidades e prestarem contas à sociedade. Não entidades que só enriquecem os seus pastores e similares. Devem sim pagar imposto sobre os valores recebidos, com o devido registro dos valores captados, com prestação de contas e responsabilização jurídica. Afinal, são pessoas jurídicas.;f;a31-99;p12
"Mesmo que eu não concorde 100 % com o movimento LGBT, acredito que as pessoas do mesmo sexo que vivem juntos devem ter os mesmos direitos que os casados. Essa é uma proteção contra o desemparo, caso o companheiro morra, ou acabe em divórcio. A facilidade de comprar armas pode gerar ainda mais mortes em um País repleto de desigualdade social. As dificuldades do cotidiano na vida de um cidadão comum podem ter consequências trágicas quando uma arma é usada em situações de tensão emocional. O ser humano precisa lidar com as consequências de seus atos, e a gravidez é uma delas. Sei que há pessoas que farão o aborto mesmo sendo ilegal, mas a legalização seria mais uma banalização de uma vida. Acredito que em casos de estupro, comprovados, deveria ser liberado. Em um país onde a justiça está nas mãos de quem tem dinheiro e influência, não dá para ter pena de morte de maneira justa. Se fosse assim, muitos inocentes morreriam com o aval do estado. Não temos um sistema de saúde preparado para lidar com as consequências do excesso do uso de maconha. Por isso não sou a favor da legalização dessa droga. Não é baixando a maioridade penal que os menores deixarão de infringir a lei. Acredito que em alguns casos como assassinatos e crimes contra vida, a pena deva ser rígida. Porém, não vejo ficar trancafiado em uma cela super lotada como maneira eficaz de punir e ressocializar o adolescente. Não temos uma sistema prisional exemplar para baixarmos a maioridade penal. Os negros foram prejudicados demais no Brasil e não há como pensar que há igualdade em oportunidades para que as pessoas vençam apenas com força de vontade. As cotas raciais seriam uma maneira mais rápida de ""Colorir"" as universidades e departamentos públicos. É importante que seja analisado o tipo de trabalho que as igrejas fazem. As que visam apenas o lucro devem sim pagar impostos, já que são uma empresa religiosa.";f;a31-99;p3
"Minha religião se baseia em conceitos de que as relações homoafetivas não são abençoadas por Deus, pelo fato de Deus ter feito o homem e a mulher para serem companheiros e juntos gerarem filhos e constituírem suas famílias, sendo os dois um único corpo. Sou consciente dessa visão, respeito e concordo com esses princípios religiosos. No entanto, a sociedade mantém as relações homossexuais há gerações, desde a Roma antiga ou ainda mais anteriormente. E em alguns momentos essas manifestações foram abertas e em outros veladas. Acredito que no século que estamos vivendo, com a evolução da sociedade e a quebra de tabus as relações homossexuais não devam ser ""proibidos ou erradas ou ilegais"". O problemas está nas convenções sociais que limita o ser humano a taxar algo como errado por ser diferente do convencional. Deus nos deu o livre arbítrio e este dá a humanidade a liberdade de decidir seus atos e fazer suas escolhas. No Brasil chamamos de democracia. Ele, possibilita ao sujeito optar pela sua sexualidade. Uns optam pelo homossexualismo outros pelo heterossexualismo ou ainda pelo bissexualismo. E essa escolha, para mim, é indiferente. Como uma boa cristã pratico o amor ao próximo. Respeito as pessoas enquanto indivíduos e não pelo gênero que escolheram. Há discussões muito fortes sobre esse tema e uns definem como doença, outros como transtorno, ou ainda como uma escolha. Independente de tudo isso, acredito que devemos nos preocupar com o caráter, a educação e os princípios que são ensinados na sociedade. Isso sim nos define. Acredito que os cidadãos comuns brasileiros não deveriam ter o direito do porte de armas. Uma das razões é o estresse. Devido a condição financeira do Brasil esse sintoma é um dos mais identificados na população. Geralmente, causado pela alta dos juros, diminuição da oferta de empregos, assaltos, consumo de bebidas alcoólicas. Todos esses sintomas diminuem a tolerância entre as pessoas. O que acarretaria - caso lhes fossem liberado o porte de armas - impulsos incontroláveis e arrependimentos. Entendo que o porte de armas seria para proteger-se de eventuais circunstancias. Porém, não é isso que acontece, ultimamente a polícia perdeu o respeito e os bandidos têm mais respaldo legais do que o cidadão comum. Sou a favor da legalização do aborto porque muitas jovens e até crianças são vítimas de estupro, pedofilia e tantas outras perversões que não têm estabilidade psicológica para criar um filho de seu agressor. Ou em caso de risco de vida. Essas são minhas colocações sobre o tema. A situação do Brasil está extremamente preocupante, o nível de marginalidade, corrupção, crimes hediondos e agressões chegou a um nível até então não identificado anteriormente. É um câncer enraizado em nossa sociedade. Perdeu-se o controle, como exemplo temos a situação incontrolável do Rio de Janeiro que necessitou da intervenção do Exército. Mas que já estão sendo manipulados pelo sistema corrupto. Não é algo que eu veja como o correto, todavia é necessário. Legalizando-a acabaremos com as ilegalidades e prisões de contrabandistas. Assim como o cigarro, a população sabe que é uma droga, viciante e que destrói a saúde todavia usam por sua conta e risco. Há consequências, porém alguns não tem consciência do mal que causa. Não sou de acorda a diminuição da maioridade penal porque se a diminuirmos teremos mais crianças e adolescentes encarcerados do que nas salas de aulas. A marginalidade tem afetado os nossos jovens, todavia há outros caminhos que não sejam recorrer a penas que destruirá uma vida. Não sou de acordo. Sou consciente de que no passado os negros e indígenas sofreram com a exploração. Mas hoje, a abertura para o acesso ao ensino público, ou concursos está diferente. A concorrência entre os cotistas por vezes é maior do que dos não cotistas. Acredito em um ensino de qualidade. Acredito que a competência intelectual está acima das raças, cores, etnias. Precisamos desmistificar essa visão de que os cotistas não competem no mesmo nível do que aquele que teve um ensino público ou que sua cor de pele interfira no seu raciocínio e inteligência. Jesus disse ""Dais a César o que é de César"". Citando esse trecho bíblico acredito que a igreja, independente de qual se mantém a partir de ofertas e doações. E com o que ela recebe é suficiente para sua manutenção, o que inclui o pagamento dos tributos fiscais. Não acho justo, correto ou coerente a igreja, uma instituição sem fins lucrativos ser isenta do pagamento dos impostos fiscais.";f;a31-99;p3
Na minha opinião duas pessoas que desejam de livre e espontânea vontade manter um matrimonio juntas devem ser permitidas a isso. Não autorizar que duas pessoas de mesmo sexo se casem não só tira eventualmente o direitos de cônjuge que teriam, como também é uma forma de discriminação. A população não é consciente o suficiente para fazer uso de armas de fogo, isso só aumentaria os índices de assaltos e mortes. Muitos usam como argumento que o porte de armas ajuda na defesa de cidadãos contra assaltantes e etc., mas investimentos em segurança pública seria muito mais eficiente. Na minha opinião, o aborto deveria ser legalizado até uma certo período da gestação, enquanto o feto ainda não está muito desenvolvido. Não acho que abortar nessas condições caracterize estar matando um ser vivo. Não tenho uma opinião muito concreta sobre isso, mas não concordo que a morte seja uma forma de punição em que a criminoso pague por seus crimes. Creio que passar o resto da vida preso seja muito mais difícil e justo. O que a pena de morte poderia fazer é causar maior medo nas pessoas do que ir para cadeia. Além disso não acho que a justiça em forma de morte seja uma justiça, e não concordo que os homens possam tem esse poder sobre outros homens. Não sou a favor das drogas mas todos sabemos quem quer adquirir drogas consegue adquirir sem nenhuma dificuldade. Visto isso, a legalização da maconha só iria diminuir o tráfico de drogas e resolver muitos outros problemas decorrentes dele. Além disso, enquanto a maconha não é legalizada é totalmente contraditório punir apenas os que vendem e não os que compram, visto que quem adquiri está contribuindo com tráfico. Essa é uma questão muito difícil de ser discutida, pois não acho justo um infrator de 17/16 anos ser menos criminoso que um de 18. Mas sabemos que muitas vezes esses jovens menor de idade são usados por maiores para cometer crimes, e no caso de diminuir a pena para 16 anos, isso poderia resultar em usar menores mais jovens ainda Não sou totalmente a favor das cotas raciais pura em si. Acredito que dizer cotas sociais baseado na renda da família do estudante e cotas de escola pública sejam muito mais efetivas. O racismo existe, mas não acredito que um negro que estuda na periferia tenha menos capacidade de aprendizado de um branco proveniente de um mesmo ambiente. Não sei muito bem sobre esse assunto, mas acredito que seja uma questão para se analisar caso a caso. Existem igrejas muito ricas que recebem mensalmente um renda garantida altíssima e que com certeza devem movimentar muito dinheiro, acredito que dentro desses critérios seria justo a cobrança de impostos. Vale também pensar em qual causa o dinheiro que as igrejas ganham usam, em alguns casos tenho certeza que o uso dentro da igreja para quem precisa será melhor usado do que se fosse revertido em impostos.;f;a0-23;p12
Na minha opinião, a união amorosa é independe do gênero. Duas pessoas podem legalmente dividir a vida em parceria através da instituição do casamento. Isso deveria ser uma escolha do casal e não uma imposição do estado que considera somente um caso de uso (união entre heterossexuais). Em teoria, deveríamos deixar o porte de arma a cargo de cada indivíduo. Porém, armas foram feitas para matar, sendo assim, não acho que faz sentido qualquer cidadão tenha a possibilidade de ter armas. O que esse cidadão deseja? Matar alguém? Talvez, ter a sensação de segurança? A sensação de segurança deve ser buscada por meio do Estado dando mais policiamento, garantindo a punição daqueles que cometem crime. Não é tendo uma arma que resolveremos a segurança do mundo. O aborto é uma decisão da mulher sobre o seu corpo. Assim como não é crime o suicídio (apesar de não-estimulado). Atualmente, muitas mulheres morrem na tentativa de aborto clandestino ou muitas crianças nascem com problemas ou são abandonadas pois não foram desejadas. Sou a favor de campanhas que conscientizem mulheres quanto à prevenção da gravidez indesejada. Crimes brutais contra o ser humano deveriam ser tratados como pena de morte, assim como reincidência de crimes de assassinato. Sou a favor também de castração química para crimes de estupro e pedofilia. É inaceitável que pessoas que matam ou agridem sexualmente outro ser humano esteja convivendo entre nós sem punição ou com punição mínima. A escolha do uso de drogas deveria ser do indivíduo. Sou a favor de campanhas contra o uso de drogas, aumento de impostos sobre a venda desse tipo de produto (cigarro, bebidas alcoólicas, maconha, entre outros). Não acredito que a redução da maioridade penal resolverá nossos problemas. O que se tem feito sobre os jovens carentes? Quais são as ações educativas para os jovens delinquentes? Pouco se investe em ressocialização desses jovens. Se o ECA for aplicado corretamente e a proposta da fundação CASA for adequadamente seguida, não será necessário reduzir a maioridade penal. Infelizmente, as cotas raciais são necessárias à curto prazo para garantir que negros, pardos e índios compitam em pé de igualdade com os demais candidatos. Em paralelo, políticas públicas de longo prazo deveriam estar sendo executadas para que em 20 ou 50 anos tenhamos todos os brasileiros aptos a competir por uma vaga em uma Universidade pública com pelo menos condições socioeconômicas mínimas. Infelizmente, há Igrejas que utilizam desse título para lavar dinheiro. Acredito que a isenção fiscal deveria ser relacionada às ações sociais à sociedade e não ao fato da instituição ser uma igreja ou não.;f;a31-99;p12
Na minha opinião, pessoas que moram na mesma casa e dividem a vida em conjunto poderiam ter direitos garantidos por lei, não importando o sexo. Todos têm direito de acreditar/seguir o caminho que quiserem e ao livre-arbítrio. Acredito que o porte de armas aumentaria o número de casos de violência no trânsito e nas escolas. Na minha opinião, muitas pessoas reagiriam a assaltos, sem qualquer preparo emocional/físico para enfrentar bandidos nas ruas e acabariam causando maiores danos a si mesmas. Na minha opinião, o feto também é uma vida, por isso acredito que o aborto não deveria ser legalizado. Existem métodos para evitar a gravidez não desejada. Na minha opinião, as pessoas deveriam ser capazes de se organizar e punir/prender pessoas não aptas a conviver em sociedade. Não acho correto matá-las, acredito que a restrição de convivência e tentativa de salvar aquela pessoa poderiam surtir efeitos se fossem eficientes. Não sou a favor de vícios e consumo de drogas. No entanto, caso seja possível utilizar a maconha para fins medicinais, deveria existir essa possibilidade de utilização de forma legalizada. Na minha opinião, aos 16 anos a pessoa já poderia ser considerada adulta. Dessa forma, poderiam ser capazes de arcar com as consequências de suas ações. Entendo que a cota seja uma tentativa frustrada de tentar resolver problemas complexos de forma imediatista e ineficiente, por isso não sou a favor desse tipo de estratégia de gestão pública. Acredito que a igreja não deveria visar o lucro. No entanto, existem muitas igrejas que operam como empresas. O que entendo como igreja não é o que a maior parte das instituições religiosas representa.;f;a24-30;p45
Na minha visão (que costuma ser bastante pragmática), não vejo problema algum o casamento entre pessoas do mesmo sexo, afinal creio que a homossexualidade é algo normal (Os estudos indicam que a homossexualidade o resultado da interação de 3 fatores: biológicos, psicológicos e sociais, mesmo que esses dois últimos ainda precisem de mais evidências.). A questão da homossexualidade só seria preocupante se boa parte da população fosse, pois aí a continuidade da humanidade estaria em risco. Porém o assunto é realmente difícil pois o casamento é algo cristão (se eu não me engano) e a Igreja condena a homossexualidade. Talvez o porte de armas possa funcionar para outros países, mas acho que para o contexto atual (já muito violento) do brasil isso não iria dar certo. Acho que a solução está na educação e em leis muito mais rígidas. Creio que abortar até quando o desenvolvimento do sistema nervoso do feto não começou não há problema. Mas para legalizar o aborto, deve-se haver condições rígidas para ser realizado. Creio que o ser humano, infelizmente, só respeita aquilo que teme, por isso acho que a pena de morte por mais cruel que possa parecer, pode ser uma excelente solução. Por exemplo: instituir pena de morte para a corrupção. Condeno todos os tipos de drogas. Se maconha não é permitida, cigarro não deveria ser também. O Álcool até vai, se consumido com moderação. A maconha só deveria ser permitida para fins medicinais. Dado o contexto deplorável da segurança pública no Brasil creio que deveria ser dado chances a leis mais rígidas como a redução da maioridade penal mas ao mesmo tempo ir melhorando a educação. Não deveria haver cotas raciais, este critério está injusto e equivocado. deveria haver cotas de acordo com a situação financeira do indivíduo. Cotas raciais é privilégio, Cotas Sociais é justiça. Na minha visão, as igrejas são instituições como qualquer outra e devem ser sim cobradas. Também acho que isso fere o princípio de laicidade do Estado e líderes religiosos poderão usar as igrejas para obtenção de vantagens pessoais, por exemplo, para fugir da cobrança de impostos, alguns religiosos optariam por registrar bens pessoais em nome da igreja.;m;a0-23;p45
na situação atual do país e principalmente do mundo, casamento entre pessoas do mesmo sexo deveria ser totalmente aceito como qualquer outro ato normal. Infelizmente o Brasil se encontra em uma situação deplorável quando se trata sobre segurança. O povo brasileiro deveria sim ter o direito de se defender e claro, saber das consequências e regularizações que um porte arma tem. A decisão que uma mulher toma sobre seu corpo deveria ter totalmente dela e de mais ninguém. Ninguém deveria tomar decisões sobre um ocorrido que somente a mulher gravida passou. Pena de morte no Brasil seria uma ajuda ao pais e a sociedade por conta do grau de violência e crimes absurdos que ocorrem todo dia. E também ajudaria em julgamentos que sentenciam o indivíduo por anos ao invés de aplicar a pena de morte. Para a legalização da maconha ocorrer o país teria que ter uma estrutura com leis e regularizações que controlassem o use e venda da maconha. A maconha pode ser útil e utilizada para N situações, não apenas para o uso recreacional. Punição não deveria ser baseado em idade, gênero ou sexo. Deveria ser baseado no grau de violência e nas consequências caudas por esse ato. Por isso a redução de dois anos para a maioridade penal causaria um grande impacto nos bandidos do pais. Cotas raciais é um modo legal e formal para definir o racismo. A capacidade do aluno e avaliada pela prova que todos os participantes têm que fazer para serem aceitos e não pela sua aparência. Não consigo opinar muito sobre o relacionamento igreja estado pois não tenho argumentos suficientes para discutir se igrejas deveriam ser isentas de impostos.;f;a0-23;p45
Nada contra o relacionamento de pessoas do mesmo sexo, ou mesmo união estável entre pessoas do mesmo sexo, porém pra mim casamento é e sempre será entre um homem e uma mulher. Na minha opinião, é um direito de qualquer cidadão garantir a sua defesa, e a proteção de seus familiares e entes queridos. No país em que vivemos, o porte de arma é mais que um direito, e sim uma necessidade. Creio que em casos de estupro e abuso sexual, ou em casos em que a gravidez possa colocar em risco a vida da mãe, ou seja constatado alguma má formação ou deficiência do feto, o aborto deveria ser legalizado. Sou completamente favorável a pena de morte como punição à crimes hediondos. Não acho certo um bandido matar uma pessoa de bem, ficar alguns anos na cadeia comendo e bebendo às nossas custas, recebendo privilégios de saídas temporárias e regimes de progressão de pena, e depois de um tempo irrisório sair da cadeia como se nada tivesse acontecido. Acredito que a maconha deveria ser legalizada, da mesma forma que outros produtos tão nocivos quanto também são legalizados, como cigarro e bebidas alcoólicas. Não só deveria ter a redução da maioridade penal para 16 anos, como não deveria ter idade mínima para uma pessoa ser julgada criminalmente por seus atos. Se uma criança ou adolescente tem a capacidade de cometer um crime, também tem a capacidade de responder pelo mesmo. Sou completamente contra as cotas raciais, seja para ingresso em universidades ou em concursos públicos. Na constituição diz que todos somos iguais perante a lei, independente de raça, credo ou gênero, então por que deveria existir privilégios para pessoas de determinadas raças? Dessa forma, não estamos pressupondo que negros, índios, etc., não possuem a capacidade de competir de igual para igual com as demais raças? Sou contra, mas se é pra existir algum tipo de cota, deveria ser uma cota social, que favorecessem pessoas pobres e que estudaram em escolas públicas, independentemente de raça. Sou contra qualquer tipo de isenção fiscal para igrejas, pois na minha opinião, a intenção e objetivo das mesmas não se diferem de nenhuma outra empresa - obter lucro. Basta analisarmos a quantidade de programas religiosos existentes da TV aberta (seja católico ou evangélico), e os diversos meios de se arrecadar dinheiro de fiéis usados por esses programas.;m;a24-30;p3
Nada contra os relacionamentos homo afetivos, mas casar já é demais. Não acho que seja necessário legalizar o casamento, no máximo união estável. Quero o direito de poder me defender se algum vagabundo ameaçar a mim ou a minha família e amigos. Eles têm qualquer tipo de arma e nada acontece com nenhum dos meliantes. Somente em caso de estupro onde a mulher não tinha a intenção de manter relações sexuais com o vagabundo. Nesse caso ela será obrigada a criar uma criança gerada a base da violência. Dependendo do crime, o sujeito, pra não dizer outro nome, não terá cura se ficar apenas preso. Um dia estará solto nas ruas e vai representar risco a sociedade. Deixa o povo fumar o que quiser. Cigarro também faz mas é legalizado. A liberação vai contribuir com a redução na criminalidade pois deixa de ser proibido. Tem que reduzir esta merda pra 10 anos. Se fez algo errado, tem que pagar desde cedo pra aprender que a sociedade não tolera atos criminosos. Geralmente o sujeito mata e fica vivo. Se morrer, não matará mais ninguém com certeza. A implantação da cota racial em si já representa discriminação. Não é por que o sujeito é negro que ele é incapaz. Lutamos tanto pelos direitos iguais a todos, então façam valer! Igreja virou comércio, logo tem que ser tão tributada quanto qualquer outra instituição. Não dá para tratar diferente. Estão fazendo lavagem de dinheiro com a grana dos fiéis (burros).;m;a31-99;p45
Nada contra. Acredito que o importante é ser feliz, independentemente de qualquer coisa. Isso só aumentaria a criminalidade, uma vez que muitos cidadãos comuns poderiam ter fácil acesso a armas de fogo. Tema complicado, mas acho que deveria ser legalizado em alguns casos específicos, como por exemplo, em casos de estupro. Sem dúvida, isso diminuiria significativamente os custos com presídio, além disso, a impunidade seria menor, o que ajudaria a diminuir e muito a criminalidade. Pena de morte já! Totalmente contra. Isso, assim como a legalização das armas de fogo, ajudaria e muito o aumento da violência, roubos e tudo que há de mais ruim. Deveria ser diminuída sim, mas não para 16 e sim, 14 anos. Visto que muitos jovens desses já são plenamente conscientes de seus atos e muitas vezes, são usados por maiores para a prática do crime. Deveria sim ter essa possibilidade para os mais necessitados, comprovando o fato de terem estudado em escola público, além de comprovação de renda, etc. Claro que não! As igrejas ganham muito dinheiro com tudo o que vemos, e devem sim pagar por todo tipo de imposto que existir, assim como qualquer outra instituição.;m;a31-99;p12
Não acredito no casamento do mesmo sexo de forma religiosa, mas acredito no Direito Civil e no Direito Social igualitário a todos os cidadãos. Casamento como direito civil não deveria enxergar a sexualidade individual. Todos têm o direito de se defender. entretanto, porte de armas traz consigo a desubjetivização da vida alheia. Por conseguinte, não seria uma medida eficaz Acredito no Aborto como, única e exclusivamente, proteção para a mulher. Em casos de Estupro, Risco para a saúde da Mãe, feto já comprometido e afins deveriam ser não apenas legais como também subsidiados. Entretanto, discordo do aborto do ponto de vista social. Acredito ser mais interessante algo que proteja a mulher grávida em situações de risco social do que o aborto. Prisão perpétua e Pena de Morte são as consequências de um sistema carcerário que não conhece seus objetivos. O sistema carcerário necessita de reformas, objetivos, missão é visão. Pena de morte desubjetiviza a humanidade. Sou contra qualquer droga, lícita ou ilícita, que venha a causar distúrbios sociais. Sou contra a já existente liberdade do álcool e do fumo, pois ambos carregam consequências alheias àqueles que os consomem Assim como na pena de morte, acredito que o sistema carcerário deva ser reinventado e reobjetivizado. Como culpar alguém, como restituir um ferido e etc. são as perguntas que não conseguem ser bem exploradas atualmente Cotas raciais são uma solução que tirar a real responsabilidade de qualquer instituição ou governo integrar a sociedade. Não existe integração apenas no contato e na presença, mas sim na base e na cultura. As cotas existem para aliviar e não para remediar ou tratar os problemas sejam eles racismo ou vulnerabilidade social. Doação é um direito do Doador. Impostos em igrejas e demais instituições deveriam ser cobrados em cima do rendimento das doações e não das doações em si. As melhores maneiras de se proteger o fiel e a sociedade contra a grande liderança corrupta das igrejas seria uma legislação de doações, com padrões , procedimentos, um portal de transparência de arrecadação e obrigatoriedade duma séria e rígida auditoria externa;m;a24-30;p3
